,playerName,seasonStartYear,salary,inflationAdjSalary,birthDate,startYear,position,height,weight
6378,Shelden Williams,2009,"$825,497","$1,039,830",1983-10-21,2007.0,F,6-9,250.0
6379,Will Bynum,2009,"$825,497","$1,039,830",1983-01-04,2006.0,G,6-0,185.0
6380,Josh McRoberts,2009,"$825,497","$1,039,830",1987-02-28,2008.0,F,6-10,240.0
6381,Joel Anthony,2009,"$825,497","$1,039,830",1982-08-09,2008.0,C,6-9,245.0
6382,Dominic McGuire,2009,"$825,497","$1,039,830",1985-10-20,2008.0,F,6-9,220.0
6383,Marcus Haislip,2009,"$825,497","$1,039,830",1980-12-22,2003.0,F,6-10,230.0
6384,Sam Young,2009,"$824,200","$1,038,197",1985-06-01,2010.0,F,6-6,220.0
6385,Jonathan Bender,2009,"$801,361","$1,009,428",1981-01-30,2000.0,F,6-11,202.0
6386,Mario Chalmers,2009,"$773,500","$974,333",1986-05-19,2009.0,G,6-2,190.0
6387,Darnell Jackson,2009,"$736,420","$927,625",1985-11-07,2009.0,F,6-9,253.0
6388,Jawad Williams,2009,"$736,420","$927,625",1983-02-19,2009.0,F,6-9,218.0
6389,Anthony Morrow,2009,"$736,420","$927,625",1985-09-27,2009.0,G,6-5,210.0
6390,DeAndre Jordan,2009,"$736,420","$927,625",1988-07-21,2009.0,C,6-11,265.0
6391,Bobby Brown,2009,"$736,420","$927,625",1984-09-24,2009.0,G,6-2,175.0
6392,Luc Mbah a Moute,2009,"$736,420","$927,625",1986-09-09,2009.0,F,6-8,230.0
6393,Nathan Jawai,2009,"$736,420","$927,625",1986-10-10,2009.0,C-F,6-10,280.0
6394,Henry Walker,2009,"$736,420","$927,625",1987-10-09,2009.0,F,6-6,220.0
6395,Malik Hairston,2009,"$736,420","$927,625",1987-02-23,2009.0,G,6-6,220.0
6396,Sonny Weems,2009,"$736,420","$927,625",1986-07-08,2009.0,G-F,6-6,205.0
6397,Chris Douglas-Roberts,2009,"$736,000","$927,096",1987-01-08,2009.0,G,6-7,200.0
6398,Jermaine Taylor,2009,"$725,000","$913,240",1986-12-08,2010.0,G,6-4,210.0
6399,Jodie Meeks,2009,"$650,000","$818,767",1987-08-21,2010.0,G,6-4,210.0
6400,Chris Hunter,2009,"$632,455","$796,666",1984-07-07,2010.0,F,6-11,240.0
6401,Kareem Rush,2009,"$534,906","$673,790",1980-10-30,2003.0,G,6-6,215.0
6402,Jason Hart,2009,"$521,384","$656,756",1978-04-29,2001.0,G,6-3,185.0
6403,Marcus Thornton,2009,"$457,888","$576,775",1987-06-05,2010.0,G,6-4,205.0
6404,Marcus Landry,2009,"$457,588","$576,397",1985-11-01,2010.0,F,6-7,230.0
6405,Derrick Brown,2009,"$457,588","$576,397",1987-09-08,2010.0,F,6-7,225.0
6406,Danny Green,2009,"$457,588","$576,397",1987-06-22,2010.0,G-F,6-6,215.0
6407,Jonas Jerebko,2009,"$457,588","$576,397",1987-03-02,2010.0,F,6-10,231.0
6408,DaJuan Summers,2009,"$457,588","$576,397",1988-01-24,2010.0,F,6-8,230.0
6409,Chase Budinger,2009,"$457,588","$576,397",1988-05-22,2010.0,F,6-7,209.0
6410,AJ Price,2009,"$457,588","$576,397",,,,,
6411,Taylor Griffin,2009,"$457,588","$576,397",1986-04-18,2010.0,F,6-7,238.0
6412,Dante Cunningham,2009,"$457,588","$576,397",1987-04-22,2010.0,F,6-8,230.0
6413,Jeff Ayres,2009,"$457,588","$576,397",1987-04-29,2010.0,F,6-9,240.0
6414,Patrick Mills,2009,"$457,588","$576,397",,,,,
6415,Jon Brockman,2009,"$457,588","$576,397",1987-03-20,2010.0,F,6-7,255.0
6416,Wesley Matthews,2009,"$457,588","$576,397",1986-10-14,2010.0,G,6-4,220.0
6417,Mario West,2009,"$446,740","$562,732",1984-06-19,2008.0,G,6-5,210.0
6418,Anthony Tolliver,2009,"$411,529","$518,378",1985-06-01,2009.0,F-C,6-8,240.0
6419,Lester Hudson,2009,"$392,987","$495,022",1984-08-07,2010.0,G,6-3,190.0
6420,Coby Karl,2009,"$355,215","$447,443",1983-03-06,2008.0,G,6-5,215.0
6421,Shavlik Randolph,2009,"$343,542","$432,739",1983-11-24,2006.0,F,6-10,240.0
6422,Pops Mensah-Bonsu,2009,"$330,199","$415,932",1983-09-07,2007.0,F,6-9,240.0
6423,Othello Hunter,2009,"$307,564","$387,420",1986-05-28,2009.0,F,6-8,225.0
6424,Roko Ukic,2009,"$303,232","$381,963",,,,,
6425,Shaun Livingston,2009,"$296,695","$373,729",1985-09-11,2005.0,G,6-7,192.0
6426,Sundiata Gaines,2009,"$269,169","$339,056",1986-04-18,2010.0,G,6-1,185.0
6427,Ryan Bowen,2009,"$209,592","$264,010",1975-11-20,2000.0,F,6-7,215.0
6428,Garrett Temple,2009,"$180,344","$227,168",1986-05-08,2010.0,G,6-5,195.0
6429,Mike Wilks,2009,"$175,908","$221,581",1979-05-07,2003.0,G,5-10,185.0
6430,Antonio Anderson,2009,"$139,968","$176,309",1985-06-05,2010.0,G,6-6,215.0
6431,Cartier Martin,2009,"$86,638","$109,132",1984-11-20,2009.0,F,6-7,220.0
6432,Quincy Douby,2009,"$85,519","$107,723",1984-05-16,2007.0,G,6-3,175.0
6433,Paul Davis,2009,"$80,488","$101,386",1984-07-21,2007.0,C,6-11,270.0
6434,Desmond Mason,2009,"$76,850","$96,803",1977-10-11,2001.0,F,6-7,224.0
6435,Mike Harris,2009,"$64,978","$81,849",1983-06-15,2008.0,F,6-6,240.0
6436,Cedric Jackson,2009,"$53,834","$67,811",1986-03-05,2010.0,G,6-3,191.0
6437,Will Conroy,2009,"$48,559","$61,166",1982-12-08,2007.0,G,6-2,195.0
6438,Chris Richard,2009,"$43,319","$54,566",1984-12-25,2008.0,F,6-9,270.0
6439,JamesOn Curry,2009,"$26,917","$33,905",1986-01-07,2010.0,G,6-3,190.0
6440,Kobe Bryant,2010,"$24,806,250","$30,921,289",1978-08-23,1997.0,G-F,6-6,212.0
6441,Rashard Lewis,2010,"$19,573,711","$24,398,866",1979-08-08,1999.0,F,6-10,215.0
6442,Kevin Garnett,2010,"$18,800,000","$23,434,426",1976-05-19,1996.0,F-C,6-11,240.0
6443,Tim Duncan,2010,"$18,700,000","$23,309,775",1976-04-25,1998.0,F-C,6-11,250.0
6444,Michael Redd,2010,"$18,300,000","$22,811,170",1979-08-24,2001.0,G,6-6,220.0
6445,Pau Gasol,2010,"$17,823,000","$22,216,584",1980-07-06,2002.0,C-F,7-0,250.0
6446,Andrei Kirilenko,2010,"$17,823,000","$22,216,584",1981-02-18,2002.0,F,6-9,220.0
6447,Gilbert Arenas,2010,"$17,730,694","$22,101,523",1982-01-06,2002.0,G,6-4,191.0
6448,Yao Ming,2010,"$17,686,100","$22,045,936",1980-09-12,2003.0,C,7-6,310.0
6449,Zach Randolph,2010,"$17,666,666","$22,021,712",1981-07-16,2002.0,F-C,6-9,250.0
6450,Vince Carter,2010,"$17,300,000","$21,564,658",1977-01-26,1999.0,G-F,6-6,220.0
6451,Dirk Nowitzki,2010,"$17,278,618","$21,538,005",1978-06-19,1999.0,F,7-0,245.0
6452,Carmelo Anthony,2010,"$17,149,243","$21,376,738",1984-05-29,2004.0,F,6-7,238.0
6453,Dwight Howard,2010,"$16,647,180","$20,750,910",1985-12-08,2005.0,C,6-10,265.0
6454,Kenyon Martin,2010,"$16,545,454","$20,624,107",1977-12-30,2001.0,F,6-9,234.0
6455,Amare Stoudemire,2010,"$16,486,611","$20,550,759",,,,,
6456,Joe Johnson,2010,"$16,324,500","$20,348,686",1981-06-29,2002.0,G-F,6-7,240.0
6457,Elton Brand,2010,"$15,959,099","$19,893,209",1979-03-11,2000.0,F-C,6-8,275.0
6458,Predrag Stojakovic,2010,"$15,532,320","$19,361,223",,,,,
6459,Chris Paul,2010,"$14,940,153","$18,623,080",1985-05-06,2006.0,G,6-0,175.0
6460,Deron Williams,2010,"$14,940,152","$18,623,079",1984-06-26,2006.0,G,6-3,200.0
6461,LeBron James,2010,"$14,500,000","$18,074,424",1984-12-30,2004.0,F-G,6-9,250.0
6462,Chris Bosh,2010,"$14,500,000","$18,074,424",1984-03-24,2004.0,F-C,6-11,235.0
6463,Jason Richardson,2010,"$14,444,444","$18,005,173",1981-01-20,2002.0,G,6-6,220.0
6464,Carlos Boozer,2010,"$14,400,000","$17,949,773",1981-11-20,2003.0,F-C,6-9,258.0
6465,Dwyane Wade,2010,"$14,200,000","$17,700,471",1982-01-17,2004.0,G,6-4,220.0
6466,Paul Pierce,2010,"$13,876,321","$17,297,001",1977-10-13,1999.0,F-G,6-7,235.0
6467,Andrew Bynum,2010,"$13,700,000","$17,077,215",1987-10-27,2006.0,C,7-0,285.0
6468,Rudy Gay,2010,"$13,603,750","$16,957,238",1986-08-17,2007.0,F,6-8,250.0
6469,Brandon Roy,2010,"$13,520,500","$16,853,466",1984-07-23,2007.0,G,6-6,215.0
6470,Tony Parker,2010,"$13,500,000","$16,827,912",1982-05-17,2002.0,G,6-2,185.0
6471,Samuel Dalembert,2010,"$13,428,129","$16,738,324",1981-05-10,2002.0,C,6-11,255.0
6472,Antawn Jamison,2010,"$13,358,905","$16,652,036",1976-06-12,1999.0,F,6-8,223.0
6473,Nick Collison,2010,"$13,250,000","$16,516,284",1980-10-26,2005.0,F,6-10,255.0
6474,Chauncey Billups,2010,"$13,150,000","$16,391,633",1976-09-25,1998.0,G,6-3,202.0
6475,Baron Davis,2010,"$13,000,000","$16,204,656",1979-04-13,2000.0,G,6-3,209.0
6476,Al Jefferson,2010,"$13,000,000","$16,204,656",1985-01-04,2005.0,C-F,6-10,289.0
6477,Tyson Chandler,2010,"$12,600,000","$15,706,051",1982-10-02,2002.0,C,7-0,235.0
6478,Richard Hamilton,2010,"$12,500,000","$15,581,400",1978-02-14,2000.0,G-F,6-6,185.0
6479,Andre Iguodala,2010,"$12,345,250","$15,388,502",1984-01-28,2005.0,G-F,6-6,215.0
6480,Troy Murphy,2010,"$11,968,253","$14,918,571",1980-05-02,2002.0,F-C,6-11,245.0
6481,Manu Ginobili,2010,"$11,854,584","$14,776,881",,,,,
6482,Chris Kaman,2010,"$11,800,000","$14,708,842",1982-04-28,2004.0,C,7-0,265.0
6483,Marcus Camby,2010,"$11,749,832","$14,646,307",1974-03-22,1997.0,C-F,6-11,220.0
6484,Josh Smith,2010,"$11,600,000","$14,459,539",1985-12-05,2005.0,F,6-9,225.0
6485,Eddy Curry,2010,"$11,530,592","$14,373,021",1982-12-05,2002.0,C,7-0,295.0
6486,Emeka Okafor,2010,"$11,495,000","$14,328,656",1982-09-28,2005.0,C-F,6-10,252.0
6487,Nenê,2010,"$11,360,000","$14,160,376",1982-09-13,2003.0,F-C,6-11,250.0
6488,Luol Deng,2010,"$11,345,000","$14,141,679",1985-04-16,2005.0,F,6-9,237.0
6489,LaMarcus Aldridge,2010,"$11,244,000","$14,015,781",1985-07-19,2007.0,F-C,6-11,250.0
6490,Tayshaun Prince,2010,"$11,148,760","$13,897,063",1980-02-28,2003.0,F,6-9,212.0
6491,Kevin Martin,2010,"$11,100,005","$13,836,290",1983-02-01,2005.0,G,6-7,199.0
6492,Monta Ellis,2010,"$11,000,000","$13,711,632",1985-10-26,2006.0,G,6-3,185.0
6493,Andrew Bogut,2010,"$11,000,000","$13,711,632",1984-11-28,2006.0,C,7-0,260.0
6494,Danny Granger,2010,"$10,973,202","$13,678,228",1983-04-20,2006.0,F,6-9,222.0
6495,Jamal Crawford,2010,"$10,800,000","$13,462,330",1980-03-20,2001.0,G,6-5,185.0
6496,Ben Gordon,2010,"$10,800,000","$13,462,330",1983-04-04,2005.0,G,6-3,200.0
6497,David Lee,2010,"$10,800,000","$13,462,330",1942-03-31,1968.0,F,6-7,225.0
6498,Jason Terry,2010,"$10,650,000","$13,275,353",1977-09-15,2000.0,G,6-2,185.0
6499,Mike Dunleavy,2010,"$10,561,984","$13,165,640",1954-03-21,1977.0,G,6-3,180.0
6500,Caron Butler,2010,"$10,561,960","$13,165,610",1980-03-13,2003.0,F,6-7,228.0
6501,Gerald Wallace,2010,"$10,500,000","$13,088,376",1982-07-23,2002.0,F,6-7,215.0
6502,Steve Nash,2010,"$10,310,938","$12,852,708",1974-02-07,1997.0,G,6-3,195.0
6503,Hidayet Turkoglu,2010,"$10,215,850","$12,734,180",,,,,
6504,Ray Allen,2010,"$10,000,000","$12,465,120",1975-07-20,1997.0,G,6-5,205.0
6505,Mehmet Okur,2010,"$9,945,000","$12,396,562",1979-05-26,2003.0,C-F,6-11,249.0
6506,Corey Maggette,2010,"$9,600,000","$11,966,515",1979-11-12,2000.0,F,6-6,218.0
6507,Maurice Williams,2010,"$9,300,000","$11,592,562",,,,,
6508,Rajon Rondo,2010,"$9,090,911","$11,331,930",1986-02-22,2007.0,G,6-1,180.0
6509,Kirk Hinrich,2010,"$9,000,000","$11,218,608",1981-01-02,2004.0,G,6-4,190.0
6510,Boris Diaw,2010,"$9,000,000","$11,218,608",1982-04-16,2004.0,F-C,6-8,250.0
6511,Andris Biedrins,2010,"$9,000,000","$11,218,608",,,,,
6512,Jose Calderon,2010,"$9,000,000","$11,218,608",,,,,
6513,Devin Harris,2010,"$8,981,000","$11,194,924",1983-02-27,2005.0,G,6-3,185.0
6514,Jason Kidd,2010,"$8,610,500","$10,733,092",1973-03-23,1995.0,G,6-4,205.0
6515,TJ Ford,2010,"$8,500,000","$10,595,352",,,,,
6516,Andrea Bargnani,2010,"$8,500,000","$10,595,352",1985-10-26,2007.0,F-C,7-0,245.0
6517,Stephen Jackson,2010,"$8,453,250","$10,537,078",1978-04-05,2001.0,F-G,6-8,218.0
6518,Richard Jefferson,2010,"$8,400,000","$10,470,701",1980-06-21,2002.0,F,6-7,233.0
6519,David West,2010,"$8,287,500","$10,330,468",1980-08-29,2004.0,F-C,6-9,250.0
6520,Lamar Odom,2010,"$8,200,000","$10,221,398",1979-11-06,2000.0,F,6-10,220.0
6521,John Salmons,2010,"$8,000,000","$9,972,096",1979-12-12,2003.0,G,6-7,210.0
6522,Jameer Nelson,2010,"$7,800,000","$9,722,794",1982-02-09,2005.0,G,6-0,190.0
6523,Luis Scola,2010,"$7,775,378","$9,692,102",1980-04-30,2008.0,F,6-9,240.0
6524,Marko Jaric,2010,"$7,625,000","$9,504,654",,,,,
6525,Paul Millsap,2010,"$7,600,000","$9,473,491",1985-02-10,2007.0,F,6-7,257.0
6526,Raymond Felton,2010,"$7,500,000","$9,348,840",1984-06-26,2006.0,G,6-1,205.0
6527,Joel Przybilla,2010,"$7,405,300","$9,230,795",1979-10-10,2001.0,C,7-1,255.0
6528,Shane Battier,2010,"$7,354,500","$9,167,472",1978-09-09,2002.0,F,6-8,220.0
6529,Shawn Marion,2010,"$7,305,500","$9,106,393",1978-05-07,2000.0,F,6-7,220.0
6530,Anderson Varejao,2010,"$7,281,818","$9,076,873",,,,,
6531,Andre Miller,2010,"$7,269,264","$9,061,225",1976-03-19,2000.0,G,6-3,200.0
6532,JJ Redick,2010,"$7,250,000","$9,037,212",,,,,
6533,Dan Gadzuric,2010,"$7,248,325","$9,035,124",1978-02-02,2003.0,C,6-11,240.0
6534,James Posey,2010,"$7,148,800","$8,911,065",1977-01-13,2000.0,F-G,6-8,215.0
6535,Leandro Barbosa,2010,"$7,100,000","$8,850,235",1982-11-28,2004.0,G,6-3,194.0
6536,Charlie Villanueva,2010,"$7,020,000","$8,750,514",1984-08-24,2006.0,F,6-11,232.0
6537,Travis Outlaw,2010,"$7,000,000","$8,725,584",1984-09-18,2004.0,F,6-9,210.0
6538,Brendan Haywood,2010,"$6,900,000","$8,600,933",1979-11-27,2002.0,C,7-0,268.0
6539,Vladimir Radmanovic,2010,"$6,883,800","$8,580,739",,,,,
6540,Jared Jeffries,2010,"$6,883,800","$8,580,739",1981-11-25,2003.0,F,6-11,230.0
6541,Nazr Mohammed,2010,"$6,883,800","$8,580,739",1977-09-05,1999.0,C,6-10,221.0
6542,Andres Nocioni,2010,"$6,850,000","$8,538,607",,,,,
6543,Greg Oden,2010,"$6,760,524","$8,427,074",1988-01-22,2009.0,C,7-0,250.0
6544,JR Smith,2010,"$6,757,851","$8,423,742",,,,,
6545,Marvin Williams,2010,"$6,712,500","$8,367,212",1986-06-19,2006.0,F,6-8,237.0
6546,Morris Peterson,2010,"$6,665,000","$8,308,002",1977-08-26,2001.0,F,6-7,218.0
6547,Jeff Foster,2010,"$6,655,000","$8,295,537",1977-01-16,2000.0,F-C,6-11,236.0
6548,Jason Kapono,2010,"$6,641,440","$8,278,635",1981-02-04,2004.0,F,6-8,213.0
6549,Tyrus Thomas,2010,"$6,611,570","$8,241,401",1986-08-17,2007.0,F,6-9,215.0
6550,Josh Childress,2010,"$6,500,000","$8,102,328",1983-06-20,2005.0,G-F,6-8,210.0
6551,DeSagana Diop,2010,"$6,478,600","$8,075,652",1982-01-30,2002.0,C,7-0,300.0
6552,Beno Udrih,2010,"$6,478,600","$8,075,652",1982-07-05,2005.0,G,6-3,205.0
6553,Rasheed Wallace,2010,"$6,322,320","$7,880,848",1974-09-17,1996.0,F-C,6-10,225.0
6554,Metta World Peace,2010,"$6,322,320","$7,880,848",1979-11-13,2000.0,F,6-7,260.0
6555,Trevor Ariza,2010,"$6,322,320","$7,880,848",1985-06-30,2005.0,F,6-8,215.0
6556,Marcin Gortat,2010,"$6,322,320","$7,880,848",1984-02-17,2008.0,C-F,6-11,240.0
6557,Kevin Durant,2010,"$6,053,663","$7,545,963",1988-09-29,2008.0,F-G,6-10,240.0
6558,Andray Blatche,2010,"$5,900,000","$7,354,421",1986-08-22,2006.0,F,6-11,235.0
6559,Jermaine O'Neal,2010,"$5,765,000","$7,186,141",1978-10-13,1997.0,C-F,6-11,226.0
6560,Al Harrington,2010,"$5,765,000","$7,186,141",1980-02-17,1999.0,F,6-9,230.0
6561,Wesley Matthews,2010,"$5,765,000","$7,186,141",1986-10-14,2010.0,G,6-4,220.0
6562,Drew Gooden,2010,"$5,760,000","$7,179,909",1981-09-24,2003.0,F,6-10,250.0
6563,Kyle Lowry,2010,"$5,750,000","$7,167,444",1986-03-25,2007.0,G,6-0,196.0
6564,Mike Bibby,2010,"$5,564,767","$6,936,549",1978-05-13,1999.0,G,6-1,190.0
6565,Derrick Rose,2010,"$5,546,160","$6,913,355",1988-10-04,2009.0,G,6-2,200.0
6566,Nenad Krstic,2010,"$5,543,116","$6,909,560",,,,,
6567,Jamaal Tinsley,2010,"$5,500,000","$6,855,816",1978-02-28,2002.0,G,6-3,195.0
6568,Francisco Garcia,2010,"$5,500,000","$6,855,816",,,,,
6569,Sasha Vujacic,2010,"$5,475,113","$6,824,794",,,,,
6570,Al Horford,2010,"$5,444,857","$6,787,079",1986-06-03,2008.0,C-F,6-9,240.0
6571,Blake Griffin,2010,"$5,357,280","$6,677,914",1989-03-16,2011.0,F,6-9,250.0
6572,Mickael Pietrus,2010,"$5,300,000","$6,606,513",,,,,
6573,Luke Walton,2010,"$5,260,000","$6,556,653",1980-03-28,2004.0,F,6-8,235.0
6574,Channing Frye,2010,"$5,200,000","$6,481,862",1983-05-17,2006.0,C-F,7-0,255.0
6575,John Wall,2010,"$5,144,280","$6,412,407",1990-09-06,2011.0,G,6-3,210.0
6576,Reggie Evans,2010,"$5,080,000","$6,332,281",1980-05-18,2003.0,F,6-8,245.0
6577,Kyle Korver,2010,"$5,000,000","$6,232,560",1981-03-17,2004.0,G-F,6-7,212.0
6578,Jason Maxiell,2010,"$5,000,000","$6,232,560",1983-02-18,2006.0,F,6-7,260.0
6579,Mike Miller,2010,"$5,000,000","$6,232,560",1980-02-19,2001.0,F-G,6-8,218.0
6580,Louis Williams,2010,"$5,000,000","$6,232,560",,,,,
6581,Amir Johnson,2010,"$5,000,000","$6,232,560",1987-05-01,2006.0,F-C,6-9,240.0
6582,Linas Kleiza,2010,"$4,995,000","$6,226,327",1985-01-03,2006.0,F,6-8,245.0
6583,Michael Beasley,2010,"$4,962,240","$6,185,491",1989-01-09,2009.0,F,6-9,235.0
6584,Mike Conley,2010,"$4,913,007","$6,124,122",1987-10-11,2008.0,G,6-1,175.0
6585,Antonio McDyess,2010,"$4,860,000","$6,058,048",1974-09-07,1996.0,F-C,6-9,220.0
6586,Marcus Banks,2010,"$4,847,586","$6,042,574",1981-11-19,2004.0,G,6-2,200.0
6587,Darius Songaila,2010,"$4,818,000","$6,005,695",1978-02-14,2004.0,F,6-9,248.0
6588,Martell Webster,2010,"$4,800,000","$5,983,257",1986-12-04,2006.0,G-F,6-7,230.0
6589,Hasheem Thabeet,2010,"$4,793,280","$5,974,881",1987-02-16,2010.0,C,7-3,263.0
6590,Ronnie Brewer,2010,"$4,790,000","$5,970,792",1985-03-20,2007.0,G-F,6-7,220.0
6591,Kendrick Perkins,2010,"$4,640,208","$5,784,075",1984-11-10,2004.0,C,6-10,270.0
6592,Evan Turner,2010,"$4,602,720","$5,737,345",1988-10-27,2011.0,G,6-6,220.0
6593,Jarrett Jack,2010,"$4,600,000","$5,733,955",1983-10-28,2006.0,G,6-3,200.0
6594,Chris Andersen,2010,"$4,533,300","$5,650,813",1978-07-07,2002.0,C-F,6-10,245.0
6595,OJ Mayo,2010,"$4,456,200","$5,554,707",,,,,
6596,Jeff Green,2010,"$4,455,988","$5,554,442",1986-08-28,2008.0,F,6-8,235.0
6597,Charlie Bell,2010,"$4,447,792","$5,544,226",1979-03-12,2002.0,G,6-3,200.0
6598,Brad Miller,2010,"$4,400,000","$5,484,653",1976-04-12,1999.0,C,6-11,244.0
6599,Darko Milicic,2010,"$4,325,000","$5,391,164",,,,,
6600,James Harden,2010,"$4,304,520","$5,365,636",1989-08-26,2010.0,G,6-5,220.0
6601,Matt Carroll,2010,"$4,300,000","$5,360,001",1980-08-28,2004.0,G,6-6,212.0
6602,Zaza Pachulia,2010,"$4,251,250","$5,299,234",1984-02-10,2004.0,C,6-11,270.0
6603,Randy Foye,2010,"$4,250,000","$5,297,676",1983-09-24,2007.0,G,6-4,213.0
6604,Hakim Warrick,2010,"$4,250,000","$5,297,676",1982-07-08,2006.0,F,6-9,219.0
6605,Nate Robinson,2010,"$4,200,000","$5,235,350",1984-05-31,2006.0,G,5-9,180.0
6606,DeShawn Stevenson,2010,"$4,151,786","$5,175,251",1981-04-03,2001.0,G,6-5,210.0
6607,Derrick Favors,2010,"$4,133,280","$5,152,183",1991-07-15,2011.0,F-C,6-9,265.0
6608,Yi Jianlian,2010,"$4,050,499","$5,048,995",1987-10-27,2008.0,F,7-0,240.0
6609,Russell Westbrook,2010,"$4,017,720","$5,008,136",1988-11-12,2009.0,G,6-3,200.0
6610,Daniel Gibson,2010,"$4,015,334","$5,005,162",1986-02-27,2007.0,G,6-2,190.0
6611,Anthony Morrow,2010,"$4,000,000","$4,986,048",1985-09-27,2009.0,G,6-5,210.0
6612,Ryan Gomes,2010,"$4,000,000","$4,986,048",1982-09-01,2006.0,F,6-7,250.0
6613,Steve Blake,2010,"$4,000,000","$4,986,048",1980-02-26,2004.0,G,6-3,172.0
6614,Nikola Pekovic,2010,"$4,000,000","$4,986,048",,,,,
6615,Luke Ridnour,2010,"$4,000,000","$4,986,048",1981-02-13,2004.0,G,6-2,175.0
6616,Ronny Turiaf,2010,"$4,000,000","$4,986,048",1983-01-13,2006.0,F,6-10,249.0
6617,Brandon Bass,2010,"$4,000,000","$4,986,048",1985-04-30,2006.0,F,6-8,250.0
6618,Willie Green,2010,"$3,976,000","$4,956,131",1981-07-28,2004.0,G,6-4,200.0
6619,Ramon Sessions,2010,"$3,964,320","$4,941,572",1986-04-11,2008.0,G,6-3,190.0
6620,Tyreke Evans,2010,"$3,880,920","$4,837,613",1989-09-19,2010.0,G-F,6-6,220.0
6621,Jordan Farmar,2010,"$3,750,000","$4,674,420",1986-11-30,2007.0,G,6-2,180.0
6622,Wesley Johnson,2010,"$3,726,600","$4,645,251",1987-07-11,2011.0,F-G,6-7,215.0
6623,Corey Brewer,2010,"$3,703,472","$4,616,422",1986-03-05,2008.0,F-G,6-9,186.0
6624,Derek Fisher,2010,"$3,700,000","$4,612,094",1974-08-09,1997.0,G,6-1,200.0
6625,CJ Miles,2010,"$3,700,000","$4,612,094",,,,,
6626,Kevin Love,2010,"$3,638,280","$4,535,159",1988-09-07,2009.0,F,6-8,251.0
6627,Timofey Mozgov,2010,"$3,567,096","$4,446,428",1986-07-16,2011.0,C,7-1,275.0
6628,Shaun Livingston,2010,"$3,500,000","$4,362,792",1985-09-11,2005.0,G,6-7,192.0
6629,Dorell Wright,2010,"$3,500,000","$4,362,792",1985-12-02,2005.0,F-G,6-9,205.0
6630,Udonis Haslem,2010,"$3,500,000","$4,362,792",1980-06-09,2004.0,F-C,6-8,235.0
6631,Carlos Delfino,2010,"$3,500,000","$4,362,792",1982-08-29,2005.0,G,6-6,230.0
6632,Chris Duhon,2010,"$3,500,000","$4,362,792",1982-08-31,2005.0,G,6-1,185.0
6633,Marc Gasol,2010,"$3,480,000","$4,337,861",1985-01-29,2009.0,C,6-11,255.0
6634,Tiago Splitter,2010,"$3,400,000","$4,238,140",1985-01-01,2011.0,F-C,6-11,245.0
6635,Brandan Wright,2010,"$3,398,072","$4,235,737",1987-10-05,2008.0,F-C,6-10,210.0
6636,DeMarcus Cousins,2010,"$3,374,640","$4,206,529",1990-08-13,2011.0,C-F,6-10,270.0
6637,Grant Hill,2010,"$3,324,000","$4,143,406",1972-10-05,1995.0,F-G,6-8,225.0
6638,Danilo Gallinari,2010,"$3,304,560","$4,119,173",1988-08-08,2009.0,F,6-10,233.0
6639,Glen Davis,2010,"$3,300,000","$4,113,489",1986-01-01,2008.0,F-C,6-9,289.0
6640,Joel Anthony,2010,"$3,300,000","$4,113,489",1982-08-09,2008.0,C,6-9,245.0
6641,Kelenna Azubuike,2010,"$3,300,000","$4,113,489",1983-12-16,2007.0,G,6-5,220.0
6642,Johan Petro,2010,"$3,250,000","$4,051,164",1986-01-27,2006.0,C,7-0,247.0
6643,Will Bynum,2010,"$3,250,000","$4,051,164",1983-01-04,2006.0,G,6-0,185.0
6644,Thabo Sefolosha,2010,"$3,250,000","$4,051,164",1984-05-02,2007.0,G-F,6-6,215.0
6645,Kris Humphries,2010,"$3,200,000","$3,988,838",1985-02-06,2005.0,F-C,6-9,235.0
6646,Jonny Flynn,2010,"$3,192,000","$3,978,866",1989-02-06,2010.0,G,6-0,185.0
6647,Joakim Noah,2010,"$3,128,536","$3,899,757",1985-02-25,2008.0,C,6-11,230.0
6648,CJ Watson,2010,"$3,100,000","$3,864,187",,,,,
6649,Ekpe Udoh,2010,"$3,065,040","$3,820,609",1987-05-20,2011.0,C-F,6-10,245.0
6650,Eric Gordon,2010,"$3,016,680","$3,760,327",1988-12-25,2009.0,G-F,6-3,215.0
6651,Eduardo Najera,2010,"$3,000,000","$3,739,536",,,,,
6652,Chris Wilcox,2010,"$3,000,000","$3,739,536",1982-09-03,2003.0,F,6-10,221.0
6653,Jamario Moon,2010,"$3,000,000","$3,739,536",1980-06-13,2008.0,F,6-8,205.0
6654,Tony Allen,2010,"$3,000,000","$3,739,536",1982-01-11,2005.0,G-F,6-4,213.0
6655,Carl Landry,2010,"$3,000,000","$3,739,536",1983-09-19,2008.0,F,6-9,248.0
6656,Matt Bonner,2010,"$3,000,000","$3,739,536",1980-04-05,2005.0,F,6-10,235.0
6657,Raja Bell,2010,"$3,000,000","$3,739,536",1976-09-19,2001.0,G,6-5,204.0
6658,Josh Howard,2010,"$3,000,000","$3,739,536",1980-04-28,2004.0,F-G,6-7,210.0
6659,Spencer Hawes,2010,"$2,974,320","$3,707,525",1988-04-28,2008.0,C-F,7-1,245.0
6660,Stephen Curry,2010,"$2,913,840","$3,632,136",1988-03-14,2010.0,G,6-2,185.0
